,epoch,variable,value
234,34,train_sigma_min,1.6635432243347168
235,35,train_sigma_min,1.6615811586380005
236,36,train_sigma_min,1.6596219539642334
237,37,train_sigma_min,1.6576673984527588
238,38,train_sigma_min,1.6557163000106812
239,39,train_sigma_min,1.653769612312317
240,40,train_sigma_min,1.6518278121948242
241,41,train_sigma_min,1.649890661239624
242,42,train_sigma_min,1.647958517074585
243,43,train_sigma_min,1.6460317373275757
244,44,train_sigma_min,1.6441103219985962
245,45,train_sigma_min,1.6421945095062256
246,46,train_sigma_min,1.6402621269226074
247,47,train_sigma_min,1.6382116079330444
248,48,train_sigma_min,1.6361637115478516
249,49,train_sigma_min,1.6341177225112915
250,50,train_sigma_min,1.632074236869812
251,51,train_sigma_min,1.6300337314605713
252,52,train_sigma_min,1.6279950141906738
253,53,train_sigma_min,1.6259591579437256
254,54,train_sigma_min,1.6239254474639893
255,55,train_sigma_min,1.6218947172164917
256,56,train_sigma_min,1.6198667287826538
257,57,train_sigma_min,1.6178416013717651
258,58,train_sigma_min,1.6158192157745361
259,59,train_sigma_min,1.6137996912002563
260,60,train_sigma_min,1.6117831468582153
261,61,train_sigma_min,1.6097697019577026
262,62,train_sigma_min,1.6077592372894287
263,63,train_sigma_min,1.6057522296905518
264,64,train_sigma_min,1.603748083114624
265,65,train_sigma_min,1.6017475128173828
266,66,train_sigma_min,1.599750280380249
267,67,train_sigma_min,1.5977566242218018
268,68,train_sigma_min,1.595766544342041
269,69,train_sigma_min,1.5937800407409668
270,70,train_sigma_min,1.5917973518371582
271,71,train_sigma_min,1.5898183584213257
272,72,train_sigma_min,1.587843894958496
273,73,train_sigma_min,1.5858733654022217
274,74,train_sigma_min,1.583907127380371
275,75,train_sigma_min,1.581945538520813
276,76,train_sigma_min,1.579988718032837
277,77,train_sigma_min,1.5780361890792847
278,78,train_sigma_min,1.5760889053344727
279,79,train_sigma_min,1.5741468667984009
280,80,train_sigma_min,1.5722100734710693
281,81,train_sigma_min,1.5702788829803467
282,82,train_sigma_min,1.568353533744812
283,83,train_sigma_min,1.5664336681365967
284,84,train_sigma_min,1.5645205974578857
285,85,train_sigma_min,1.562613844871521
286,86,train_sigma_min,1.560713529586792
287,87,train_sigma_min,1.558820128440857
288,88,train_sigma_min,1.5569334030151367
289,89,train_sigma_min,1.5550541877746582
290,90,train_sigma_min,1.5531816482543945
291,91,train_sigma_min,1.5513161420822144
292,92,train_sigma_min,1.54945707321167
293,93,train_sigma_min,1.547605037689209
294,94,train_sigma_min,1.545758605003357
295,95,train_sigma_min,1.5439181327819824
296,96,train_sigma_min,1.542082667350769
297,97,train_sigma_min,1.5402512550354004
298,98,train_sigma_min,1.5384235382080078
299,99,train_sigma_min,1.5365991592407227
300,0,train_alpha_min,0.693219006061554
301,1,train_alpha_min,0.6927191019058228
302,2,train_alpha_min,0.6922212839126587
303,3,train_alpha_min,0.691726565361023
304,4,train_alpha_min,0.6912359595298767
305,5,train_alpha_min,0.6907503604888916
306,6,train_alpha_min,0.6902704834938049
307,7,train_alpha_min,0.6897968649864197
308,8,train_alpha_min,0.6893301606178284
309,9,train_alpha_min,0.6888707280158997
310,10,train_alpha_min,0.6884188652038574
311,11,train_alpha_min,0.6879748702049255
312,12,train_alpha_min,0.6875389218330383
313,13,train_alpha_min,0.6871112585067749
314,14,train_alpha_min,0.6866852641105652
315,15,train_alpha_min,0.6862409710884094
316,16,train_alpha_min,0.6857792735099792
317,17,train_alpha_min,0.6853206157684326
318,18,train_alpha_min,0.6848650574684143
319,19,train_alpha_min,0.6844125986099243
320,20,train_alpha_min,0.6839631795883179
321,21,train_alpha_min,0.6835169196128845
322,22,train_alpha_min,0.6830739974975586
323,23,train_alpha_min,0.682634174823761
324,24,train_alpha_min,0.6821977496147156
325,25,train_alpha_min,0.6817647814750671
326,26,train_alpha_min,0.6813352108001709
327,27,train_alpha_min,0.6809091567993164
328,28,train_alpha_min,0.6804866790771484
329,29,train_alpha_min,0.6800678968429565
330,30,train_alpha_min,0.6796529293060303
331,31,train_alpha_min,0.6792418360710144
332,32,train_alpha_min,0.6788346767425537
333,33,train_alpha_min,0.6784316301345825
334,34,train_alpha_min,0.6780328154563904
335,35,train_alpha_min,0.6776381731033325
336,36,train_alpha_min,0.6772481203079224
337,37,train_alpha_min,0.6768625974655151
338,38,train_alpha_min,0.6764816641807556
339,39,train_alpha_min,0.6761054992675781
340,40,train_alpha_min,0.6757344007492065
341,41,train_alpha_min,0.6753683090209961
342,42,train_alpha_min,0.6750074625015259
343,43,train_alpha_min,0.6746520400047302
344,44,train_alpha_min,0.6743021011352539
345,45,train_alpha_min,0.6739577054977417
346,46,train_alpha_min,0.6736193299293518
347,47,train_alpha_min,0.6732868552207947
348,48,train_alpha_min,0.6729605793952942
349,49,train_alpha_min,0.6726405620574951
350,50,train_alpha_min,0.6723271012306213
351,51,train_alpha_min,0.6720203757286072
352,52,train_alpha_min,0.6717202663421631
353,53,train_alpha_min,0.671427309513092
354,54,train_alpha_min,0.671141505241394
355,55,train_alpha_min,0.6708630919456482
356,56,train_alpha_min,0.670592188835144
357,57,train_alpha_min,0.6703291535377502
358,58,train_alpha_min,0.6700739860534668
359,59,train_alpha_min,0.6698269844055176
360,60,train_alpha_min,0.6695882081985474
361,61,train_alpha_min,0.6693580150604248
362,62,train_alpha_min,0.6691364645957947
363,63,train_alpha_min,0.6689237356185913
364,64,train_alpha_min,0.6687201261520386
365,65,train_alpha_min,0.668525755405426
366,66,train_alpha_min,0.668340802192688
367,67,train_alpha_min,0.668165385723114
368,68,train_alpha_min,0.667999804019928
369,69,train_alpha_min,0.6678441166877747
370,70,train_alpha_min,0.6676985621452332
371,71,train_alpha_min,0.6675631403923035
372,72,train_alpha_min,0.6674381494522095
373,73,train_alpha_min,0.6673235297203064
374,74,train_alpha_min,0.6672196388244629
375,75,train_alpha_min,0.6671262979507446
376,76,train_alpha_min,0.6670434474945068
377,77,train_alpha_min,0.6669713854789734
378,78,train_alpha_min,0.66690993309021
379,79,train_alpha_min,0.666858971118927
380,80,train_alpha_min,0.6668185591697693
381,81,train_alpha_min,0.6667882800102234
382,82,train_alpha_min,0.6667220592498779
383,83,train_alpha_min,0.6663475036621094
384,84,train_alpha_min,0.6659660935401917
385,85,train_alpha_min,0.6655776500701904
386,86,train_alpha_min,0.6651819348335266
387,87,train_alpha_min,0.6647787094116211
388,88,train_alpha_min,0.6643678545951843
389,89,train_alpha_min,0.6639493107795715
390,90,train_alpha_min,0.6635230779647827
391,91,train_alpha_min,0.6630895137786865
392,92,train_alpha_min,0.6626057028770447
393,93,train_alpha_min,0.6620696187019348
394,94,train_alpha_min,0.6615226864814758
395,95,train_alpha_min,0.6609660983085632
396,96,train_alpha_min,0.6604017615318298
397,97,train_alpha_min,0.6598314046859741
398,98,train_alpha_min,0.6592572927474976
399,99,train_alpha_min,0.6586819887161255
400,0,train_alpha_max,0.6967188715934753
401,1,train_alpha_max,0.6962171792984009
402,2,train_alpha_max,0.6957176327705383
403,3,train_alpha_max,0.6952213048934937
404,4,train_alpha_max,0.6947291493415833
405,5,train_alpha_max,0.6942420601844788
406,6,train_alpha_max,0.6937607526779175
407,7,train_alpha_max,0.6932858228683472
408,8,train_alpha_max,0.6928178071975708
409,9,train_alpha_max,0.692357063293457
410,10,train_alpha_max,0.6919040083885193
411,11,train_alpha_max,0.6914588809013367
412,12,train_alpha_max,0.6910218596458435
413,13,train_alpha_max,0.6905930042266846
414,14,train_alpha_max,0.6901724338531494
415,15,train_alpha_max,0.6897600293159485
416,16,train_alpha_max,0.6893559098243713
417,17,train_alpha_max,0.6889598965644836
418,18,train_alpha_max,0.6885719299316406
419,19,train_alpha_max,0.688191831111908
420,20,train_alpha_max,0.6878194808959961
421,21,train_alpha_max,0.6874546408653259
422,22,train_alpha_max,0.6870971322059631
423,23,train_alpha_max,0.6867467761039734
424,24,train_alpha_max,0.6864033937454224
425,25,train_alpha_max,0.6860666275024414
426,26,train_alpha_max,0.6857364177703857
427,27,train_alpha_max,0.6854124069213867
428,28,train_alpha_max,0.68509441614151
429,29,train_alpha_max,0.6847822070121765
430,30,train_alpha_max,0.6844754219055176
431,31,train_alpha_max,0.6841740608215332
432,32,train_alpha_max,0.68387770652771
433,33,train_alpha_max,0.6835862398147583
434,34,train_alpha_max,0.6833100914955139
435,35,train_alpha_max,0.6830424070358276
436,36,train_alpha_max,0.682778000831604
437,37,train_alpha_max,0.6825166344642639
438,38,train_alpha_max,0.6822578310966492
439,39,train_alpha_max,0.682001531124115
440,40,train_alpha_max,0.6817472577095032
441,41,train_alpha_max,0.6814946532249451
442,42,train_alpha_max,0.6812438368797302
443,43,train_alpha_max,0.6809942126274109
444,44,train_alpha_max,0.6807454824447632
445,45,train_alpha_max,0.6804975271224976
446,46,train_alpha_max,0.680256187915802
447,47,train_alpha_max,0.6800180673599243
448,48,train_alpha_max,0.6797786951065063
449,49,train_alpha_max,0.6795379519462585
450,50,train_alpha_max,0.679295539855957
451,51,train_alpha_max,0.6790512800216675
452,52,train_alpha_max,0.6788047552108765
453,53,train_alpha_max,0.6785557866096497
454,54,train_alpha_max,0.6783043146133423
455,55,train_alpha_max,0.6780499219894409
456,56,train_alpha_max,0.6777946352958679
457,57,train_alpha_max,0.6775697469711304
458,58,train_alpha_max,0.6773466467857361
459,59,train_alpha_max,0.6771254539489746
460,60,train_alpha_max,0.6769059300422668
461,61,train_alpha_max,0.6766883730888367
462,62,train_alpha_max,0.6764726042747498
463,63,train_alpha_max,0.6762589812278748
464,64,train_alpha_max,0.6760475635528564
465,65,train_alpha_max,0.6758383512496948
466,66,train_alpha_max,0.6756327152252197
467,67,train_alpha_max,0.6756740808486938
468,68,train_alpha_max,0.6757307648658752
469,69,train_alpha_max,0.6758029460906982
470,70,train_alpha_max,0.6758908033370972
471,71,train_alpha_max,0.6759945750236511
472,72,train_alpha_max,0.6761143207550049
473,73,train_alpha_max,0.676250159740448
474,74,train_alpha_max,0.6764021515846252
475,75,train_alpha_max,0.6765702962875366
476,76,train_alpha_max,0.6767546534538269
477,77,train_alpha_max,0.6769552230834961
478,78,train_alpha_max,0.6771718263626099
479,79,train_alpha_max,0.6774044036865234
480,80,train_alpha_max,0.6776528358459473
481,81,train_alpha_max,0.6779170036315918
482,82,train_alpha_max,0.6781966686248779
483,83,train_alpha_max,0.678491473197937
484,84,train_alpha_max,0.6788012981414795
485,85,train_alpha_max,0.6791256666183472
486,86,train_alpha_max,0.6794643402099609
487,87,train_alpha_max,0.6798167824745178
488,88,train_alpha_max,0.6801825761795044
489,89,train_alpha_max,0.6805611848831177
490,90,train_alpha_max,0.6809519529342651
491,91,train_alpha_max,0.6813543438911438
492,92,train_alpha_max,0.6817676424980164
493,93,train_alpha_max,0.682191014289856
494,94,train_alpha_max,0.6826235055923462
495,95,train_alpha_max,0.683064341545105
496,96,train_alpha_max,0.6835125088691711
497,97,train_alpha_max,0.6839670538902283
498,98,train_alpha_max,0.6844269037246704
499,99,train_alpha_max,0.6848909854888916
500,0,train_kl_valid,13.86227798461914
501,1,train_kl_valid,13.316092491149902
502,2,train_kl_valid,12.841104507446289
503,3,train_kl_valid,12.426839828491211
504,4,train_kl_valid,12.064399719238281
505,5,train_kl_valid,11.746209144592285
506,6,train_kl_valid,11.465998649597168
507,7,train_kl_valid,11.218452453613281
508,8,train_kl_valid,10.999153137207031
509,9,train_kl_valid,10.804218292236328
510,10,train_kl_valid,10.630407333374023
511,11,train_kl_valid,10.474939346313477
512,12,train_kl_valid,10.335432052612305
513,13,train_kl_valid,10.209847450256348
514,14,train_kl_valid,10.09642505645752
515,15,train_kl_valid,9.993675231933594
516,16,train_kl_valid,9.900299072265625
517,17,train_kl_valid,9.815194129943848
518,18,train_kl_valid,9.73737907409668
519,19,train_kl_valid,9.666045188903809
520,20,train_kl_valid,9.600503921508789
521,21,train_kl_valid,9.54012393951416
522,22,train_kl_valid,9.484357833862305
523,23,train_kl_valid,9.432746887207031
524,24,train_kl_valid,9.384867668151855
525,25,train_kl_valid,9.340373039245605
526,26,train_kl_valid,9.298967361450195
527,27,train_kl_valid,9.260381698608398
528,28,train_kl_valid,9.22436809539795
529,29,train_kl_valid,9.190725326538086
530,30,train_kl_valid,9.159273147583008
531,31,train_kl_valid,9.129837989807129
532,32,train_kl_valid,9.10228157043457
533,33,train_kl_valid,9.07649040222168
534,34,train_kl_valid,9.052337646484375
535,35,train_kl_valid,9.029735565185547
536,36,train_kl_valid,9.008605003356934
537,37,train_kl_valid,8.988840103149414
538,38,train_kl_valid,8.970389366149902
539,39,train_kl_valid,8.953189849853516
540,40,train_kl_valid,8.937193870544434
541,41,train_kl_valid,8.922362327575684
542,42,train_kl_valid,8.90865421295166
543,43,train_kl_valid,8.896024703979492
544,44,train_kl_valid,8.884458541870117
545,45,train_kl_valid,8.873918533325195
546,46,train_kl_valid,8.864368438720703
547,47,train_kl_valid,8.855815887451172
548,48,train_kl_valid,8.848230361938477
549,49,train_kl_valid,8.841608047485352
550,50,train_kl_valid,8.835927963256836
551,51,train_kl_valid,8.831177711486816
552,52,train_kl_valid,8.827347755432129
553,53,train_kl_valid,8.824445724487305
554,54,train_kl_valid,8.82245922088623
555,55,train_kl_valid,8.821388244628906
556,56,train_kl_valid,8.821240425109863
557,57,train_kl_valid,8.822015762329102
558,58,train_kl_valid,8.823723793029785
559,59,train_kl_valid,8.826342582702637
560,60,train_kl_valid,8.829907417297363
561,61,train_kl_valid,8.834427833557129
562,62,train_kl_valid,8.83990478515625
563,63,train_kl_valid,8.84633731842041
564,64,train_kl_valid,8.853726387023926
565,65,train_kl_valid,8.862076759338379
566,66,train_kl_valid,8.871387481689453
567,67,train_kl_valid,8.881691932678223
568,68,train_kl_valid,8.893000602722168
569,69,train_kl_valid,8.90532112121582
570,70,train_kl_valid,8.918669700622559
571,71,train_kl_valid,8.933040618896484
572,72,train_kl_valid,8.948469161987305
573,73,train_kl_valid,8.964956283569336
574,74,train_kl_valid,8.982518196105957
575,75,train_kl_valid,9.001165390014648
576,76,train_kl_valid,9.020902633666992
577,77,train_kl_valid,9.041746139526367
578,78,train_kl_valid,9.063692092895508
579,79,train_kl_valid,9.086742401123047
580,80,train_kl_valid,9.110898971557617
581,81,train_kl_valid,9.136140823364258
582,82,train_kl_valid,9.162453651428223
583,83,train_kl_valid,9.189811706542969
584,84,train_kl_valid,9.218162536621094
585,85,train_kl_valid,9.247386932373047
586,86,train_kl_valid,9.277358055114746
587,87,train_kl_valid,9.30794620513916
588,88,train_kl_valid,9.338913917541504
589,89,train_kl_valid,9.370057106018066
590,90,train_kl_valid,9.401154518127441
591,91,train_kl_valid,9.431967735290527
592,92,train_kl_valid,9.462267875671387
593,93,train_kl_valid,9.4918851852417
594,94,train_kl_valid,9.520743370056152
595,95,train_kl_valid,9.548738479614258
596,96,train_kl_valid,9.575948715209961
597,97,train_kl_valid,9.602540969848633
598,98,train_kl_valid,9.628782272338867
599,99,train_kl_valid,9.65502643585205
600,0,train_nll_valid,146.14991760253906
601,1,train_nll_valid,147.96044921875
602,2,train_nll_valid,148.1865234375
603,3,train_nll_valid,147.3782196044922
604,4,train_nll_valid,146.29281616210938
605,5,train_nll_valid,145.43763732910156
606,6,train_nll_valid,147.34547424316406
607,7,train_nll_valid,146.33351135253906
608,8,train_nll_valid,147.61619567871094
609,9,train_nll_valid,145.96861267089844
610,10,train_nll_valid,146.69305419921875
611,11,train_nll_valid,148.72689819335938
612,12,train_nll_valid,145.88848876953125
613,13,train_nll_valid,145.78887939453125
614,14,train_nll_valid,145.69334411621094
615,15,train_nll_valid,147.61016845703125
616,16,train_nll_valid,147.19244384765625
617,17,train_nll_valid,145.68527221679688
618,18,train_nll_valid,144.89149475097656
619,19,train_nll_valid,147.27655029296875
620,20,train_nll_valid,147.29737854003906
621,21,train_nll_valid,145.6909637451172
622,22,train_nll_valid,148.5382080078125
623,23,train_nll_valid,145.61886596679688
624,24,train_nll_valid,145.31358337402344
625,25,train_nll_valid,144.07920837402344
626,26,train_nll_valid,149.62954711914062
627,27,train_nll_valid,145.0541534423828
628,28,train_nll_valid,147.10806274414062
629,29,train_nll_valid,144.31155395507812
630,30,train_nll_valid,145.84841918945312
631,31,train_nll_valid,143.9536895751953
632,32,train_nll_valid,147.03440856933594
633,33,train_nll_valid,146.3795928955078
634,34,train_nll_valid,147.1884002685547
635,35,train_nll_valid,147.439697265625
636,36,train_nll_valid,143.1639862060547
637,37,train_nll_valid,143.45310974121094
638,38,train_nll_valid,144.46495056152344
639,39,train_nll_valid,143.98814392089844
640,40,train_nll_valid,144.4848175048828
641,41,train_nll_valid,142.4293670654297
642,42,train_nll_valid,143.32461547851562
643,43,train_nll_valid,145.08116149902344
644,44,train_nll_valid,144.13601684570312
645,45,train_nll_valid,143.2464599609375
646,46,train_nll_valid,143.94041442871094
647,47,train_nll_valid,143.57867431640625
648,48,train_nll_valid,144.01422119140625
649,49,train_nll_valid,142.6571044921875
650,50,train_nll_valid,142.2271728515625
651,51,train_nll_valid,142.79823303222656
652,52,train_nll_valid,145.60658264160156
653,53,train_nll_valid,141.6971893310547
654,54,train_nll_valid,144.46109008789062
655,55,train_nll_valid,143.1185760498047
656,56,train_nll_valid,141.75355529785156
657,57,train_nll_valid,145.0175323486328
658,58,train_nll_valid,140.8577880859375
659,59,train_nll_valid,143.49964904785156
660,60,train_nll_valid,145.39865112304688
661,61,train_nll_valid,147.47401428222656
662,62,train_nll_valid,144.78823852539062
663,63,train_nll_valid,144.6217498779297
664,64,train_nll_valid,141.3272247314453
665,65,train_nll_valid,140.12034606933594
666,66,train_nll_valid,145.9153289794922
667,67,train_nll_valid,145.12632751464844
668,68,train_nll_valid,142.70335388183594
669,69,train_nll_valid,142.77052307128906
670,70,train_nll_valid,142.45932006835938
671,71,train_nll_valid,145.75990295410156
672,72,train_nll_valid,143.96224975585938
673,73,train_nll_valid,144.89935302734375
674,74,train_nll_valid,141.8212127685547
675,75,train_nll_valid,142.25633239746094
676,76,train_nll_valid,143.2545928955078
677,77,train_nll_valid,142.00042724609375
678,78,train_nll_valid,141.18414306640625
679,79,train_nll_valid,140.0298614501953
680,80,train_nll_valid,142.08111572265625
681,81,train_nll_valid,141.9260711669922
682,82,train_nll_valid,143.07188415527344
683,83,train_nll_valid,143.59933471679688
684,84,train_nll_valid,141.57171630859375
685,85,train_nll_valid,141.756591796875
686,86,train_nll_valid,144.16339111328125
687,87,train_nll_valid,143.3369903564453
688,88,train_nll_valid,142.33221435546875
689,89,train_nll_valid,143.67886352539062
690,90,train_nll_valid,140.25640869140625
691,91,train_nll_valid,142.10816955566406
692,92,train_nll_valid,140.46047973632812
693,93,train_nll_valid,141.03929138183594
694,94,train_nll_valid,141.349365234375
695,95,train_nll_valid,141.0644989013672
696,96,train_nll_valid,141.39682006835938
